  -5.0000000e+02   5.4940552e-01  -1.3758438e+00
  -4.9900000e+02   4.6366168e-01  -1.3946890e+00
  -4.9800000e+02   3.9867191e-01  -1.3661726e+00
  -4.9700000e+02   3.8225505e-01  -1.2805941e+00
  -4.9600000e+02   3.9511400e-01  -1.1931988e+00
  -4.9500000e+02   3.7964685e-01  -1.1714006e+00
  -4.9400000e+02   3.0731722e-01  -1.2244050e+00
  -4.9300000e+02   2.2664230e-01  -1.2928158e+00
  -4.9200000e+02   1.8838422e-01  -1.3206872e+00
  -4.9100000e+02   1.7346454e-01  -1.2946060e+00
  -4.9000000e+02   1.3744958e-01  -1.2323255e+00
  -4.8900000e+02   6.9603714e-02  -1.1760729e+00
  -4.8800000e+02   6.1793352e-04  -1.1438907e+00
  -4.8700000e+02  -3.1507529e-02  -1.1207700e+00
  -4.8600000e+02  -1.8376847e-02  -1.0600598e+00
  -4.8500000e+02  -5.7848221e-03  -9.3659381e-01
  -4.8400000e+02  -4.5542508e-02  -8.2310544e-01
  -4.8300000e+02  -1.2770264e-01  -8.1185023e-01
  -4.8200000e+02  -2.1248166e-01  -9.1279687e-01
  -4.8100000e+02  -2.6219128e-01  -1.0170058e+00
  -4.8000000e+02  -2.6769127e-01  -1.0054984e+00
  -4.7900000e+02  -2.6633677e-01  -9.0682095e-01
  -4.7800000e+02  -2.7889204e-01  -8.3011936e-01
  -4.7700000e+02  -3.0024086e-01  -8.2593336e-01
  -4.7600000e+02  -3.1900223e-01  -8.2829964e-01
  -4.7500000e+02  -3.1181409e-01  -7.3228016e-01
  -4.7400000e+02  -2.9085549e-01  -5.6458462e-01
  -4.7300000e+02  -2.9747477e-01  -4.5280715e-01
  -4.7200000e+02  -3.5180434e-01  -4.5718169e-01
  -4.7100000e+02  -4.3272019e-01  -5.2011359e-01
  -4.7000000e+02  -4.8663755e-01  -5.4747056e-01
  -4.6900000e+02  -4.9812807e-01  -5.1942891e-01
  -4.6800000e+02  -4.9586042e-01  -4.7695007e-01
  -4.6700000e+02  -4.9432038e-01  -4.4777569e-01
  -4.6600000e+02  -4.8871442e-01  -4.2829017e-01
  -4.6500000e+02  -4.6420134e-01  -3.9642193e-01
  -4.6400000e+02  -4.2212012e-01  -3.4061375e-01
  -4.6300000e+02  -3.9052485e-01  -2.7161106e-01
  -4.6200000e+02  -3.8238122e-01  -2.2265522e-01
  -4.6100000e+02  -3.8139989e-01  -2.1031119e-01
  -4.6000000e+02  -3.7057602e-01  -2.0166127e-01
  -4.5900000e+02  -3.5511194e-01  -1.6378081e-01
  -4.5800000e+02  -3.5488232e-01  -1.0442655e-01
  -4.5700000e+02  -3.6607587e-01  -5.6570140e-02
  -4.5600000e+02  -3.5318250e-01  -3.7999208e-02
  -4.5500000e+02  -2.9480967e-01  -2.9775538e-02
  -4.5400000e+02  -2.0648623e-01   6.4404888e-03
