  -5.0000000e+02   7.1208164e-01   1.7149702e+00
  -4.9900000e+02   4.5305253e-01   1.2969947e+00
  -4.9800000e+02   4.2308342e-01   1.3877666e+00
  -4.9700000e+02   7.3920198e-01   1.8997164e+00
  -4.9600000e+02   9.1330213e-01   2.0628831e+00
  -4.9500000e+02   6.4050138e-01   1.5651293e+00
  -4.9400000e+02   2.7571647e-01   1.0088585e+00
  -4.9300000e+02   2.2872447e-01   1.0050598e+00
  -4.9200000e+02   4.6726414e-01   1.4459149e+00
  -4.9100000e+02   5.8798418e-01   1.6761597e+00
  -4.9000000e+02   3.6040917e-01   1.3698861e+00
  -4.8900000e+02   8.7022487e-02   9.5899214e-01
  -4.8800000e+02   1.0144386e-01   9.3069165e-01
  -4.8700000e+02   3.1653838e-01   1.2491675e+00
  -4.8600000e+02   4.1525341e-01   1.4810036e+00
  -4.8500000e+02   2.7463804e-01   1.3340306e+00
  -4.8400000e+02   1.5035744e-01   1.0704086e+00
  -4.8300000e+02   1.8824212e-01   9.9199586e-01
  -4.8200000e+02   2.0208660e-01   1.0518007e+00
  -4.8100000e+02   1.6170720e-01   1.2011389e+00
  -4.8000000e+02   1.5565361e-01   1.2823939e+00
  -4.7900000e+02   1.4875144e-01   1.1160020e+00
  -4.7800000e+02   1.4149052e-01   9.4560895e-01
  -4.7700000e+02   1.2245684e-01   9.8923780e-01
  -4.7600000e+02   5.4230464e-02   1.1033350e+00
  -4.7500000e+02  -2.8436318e-03   1.1314644e+00
  -4.7400000e+02  -6.4954684e-03   1.0655921e+00
  -4.7300000e+02   3.1893747e-02   1.0770533e+00
  -4.7200000e+02   8.5747352e-02   1.2391720e+00
  -4.7100000e+02   1.0491308e-01   1.3463846e+00
  -4.7000000e+02   8.6146640e-02   1.3226513e+00
  -4.6900000e+02   6.5686454e-02   1.2904210e+00
  -4.6800000e+02   1.0012097e-01   1.3400366e+00
  -4.6700000e+02   1.8328826e-01   1.4329108e+00
  -4.6600000e+02   1.9184459e-01   1.3967521e+00
  -4.6500000e+02   9.7976306e-02   1.1789788e+00
  -4.6400000e+02   2.2223648e-02   1.0067556e+00
  -4.6300000e+02  -4.3941369e-04   1.0984013e+00
  -4.6200000e+02  -3.4558803e-02   1.2825823e+00
  -4.6100000e+02  -1.9030267e-03   1.2870194e+00
  -4.6000000e+02   1.6289484e-01   1.2028567e+00
  -4.5900000e+02   2.8656516e-01   1.2899187e+00
  -4.5800000e+02   2.5788462e-01   1.5541693e+00
  -4.5700000e+02   1.5668774e-01   1.6361404e+00
  -4.5600000e+02   1.5137036e-01   1.4497786e+00
  -4.5500000e+02   3.1682279e-01   1.3864930e+00
  -4.5400000e+02   4.0683022e-01   1.4722592e+00
  -4.5300000e+02   2.4477796e-01   1.4276738e+00
  -4.5200000e+02   4.8531009e-02   1.3049655e+00
  -4.5100000e+02   5.4143533e-02   1.2988989e+00
  -4.5000000e+02   1.9015571e-01   1.3203032e+00
  -4.4900000e+02   2.3399131e-01   1.1985895e+00
  -4.4800000e+02   2.0879361e-01   1.1362381e+00
  -4.4700000e+02   2.5131979e-01   1.2980567e+00
  -4.4600000e+02   2.7361702e-01   1.4167467e+00
  -4.4500000e+02   2.2303300e-01   1.3135070e+00
  -4.4400000e+02   2.0986995e-01   1.1762443e+00
  -4.4300000e+02   2.3887856e-01   1.1846320e+00
  -4.4200000e+02   1.7701859e-01   1.2126272e+00
  -4.4100000e+02   5.1574220e-02   1.1675523e+00
  -4.4000000e+02   6.7297406e-02   1.1948077e+00
  -4.3900000e+02   1.4766243e-01   1.2168732e+00
  -4.3800000e+02   7.5136870e-02   1.0676353e+00
  -4.3700000e+02   6.8957339e-04   9.5642770e-01
  -4.3600000e+02   1.2526644e-01   1.0909595e+00
  -4.3500000e+02   2.7803325e-01   1.2878271e+00
  -4.3400000e+02   2.0714601e-01   1.2456369e+00
  -4.3300000e+02   1.4182192e-02   1.0030834e+00
  -4.3200000e+02   2.3462509e-02   9.1389319e-01
  -4.3100000e+02   2.2763676e-01   1.0990715e+00
  -4.3000000e+02   2.5647131e-01   1.2718661e+00
  -4.2900000e+02   3.3194303e-03   1.1674554e+00
  -4.2800000e+02  -1.7422323e-01   9.2515804e-01
