  -5.0000000e+02  -1.2823558e+00  -1.4749570e+00
  -4.9900000e+02  -1.4188293e+00  -1.8082403e+00
  -4.9800000e+02  -1.3128443e+00  -1.5260776e+00
  -4.9700000e+02  -1.0649760e+00  -9.1729115e-01
  -4.9600000e+02  -8.9093224e-01  -5.7965696e-01
  -4.9500000e+02  -9.0094235e-01  -7.9731096e-01
  -4.9400000e+02  -1.0659357e+00  -1.2995464e+00
  -4.9300000e+02  -1.1601792e+00  -1.4678523e+00
  -4.9200000e+02  -1.0118792e+00  -1.0469986e+00
  -4.9100000e+02  -7.9258276e-01  -5.1726928e-01
  -4.9000000e+02  -7.8975777e-01  -4.4042008e-01
  -4.8900000e+02  -9.6688102e-01  -8.1420277e-01
  -4.8800000e+02  -9.9077478e-01  -1.1461113e+00
  -4.8700000e+02  -7.4723837e-01  -1.0092524e+00
  -4.8600000e+02  -5.0364743e-01  -5.7304373e-01
  -4.8500000e+02  -5.4056528e-01  -3.9210652e-01
  -4.8400000e+02  -8.2387129e-01  -6.9362911e-01
  -4.8300000e+02  -9.8816167e-01  -1.1023886e+00
  -4.8200000e+02  -7.7338291e-01  -1.0978431e+00
  -4.8100000e+02  -4.3414628e-01  -6.8692921e-01
  -4.8000000e+02  -3.9212113e-01  -3.9915306e-01
  -4.7900000e+02  -6.3343656e-01  -5.1332408e-01
  -4.7800000e+02  -7.8113868e-01  -7.1861815e-01
  -4.7700000e+02  -6.5261111e-01  -7.1994568e-01
  -4.7600000e+02  -4.1643220e-01  -6.4976650e-01
  -4.7500000e+02  -3.0528772e-01  -7.1515570e-01
  -4.7400000e+02  -4.2788339e-01  -8.6952764e-01
  -4.7300000e+02  -6.8150425e-01  -9.9164310e-01
  -4.7200000e+02  -8.2792855e-01  -1.1342438e+00
  -4.7100000e+02  -7.8014355e-01  -1.3452135e+00
  -4.7000000e+02  -6.6626310e-01  -1.4121639e+00
  -4.6900000e+02  -6.1307090e-01  -1.1682978e+00
  -4.6800000e+02  -6.0541395e-01  -9.0557272e-01
  -4.6700000e+02  -5.7847004e-01  -1.0030106e+00
  -4.6600000e+02  -5.6376067e-01  -1.2976762e+00
  -4.6500000e+02  -6.2655090e-01  -1.4037099e+00
  -4.6400000e+02  -7.2088117e-01  -1.3722091e+00
  -4.6300000e+02  -7.1210097e-01  -1.4015459e+00
  -4.6200000e+02  -5.5684361e-01  -1.3886869e+00
  -4.6100000e+02  -4.6283230e-01  -1.3040177e+00
  -4.6000000e+02  -6.5203709e-01  -1.4110923e+00
  -4.5900000e+02  -9.4833618e-01  -1.7400316e+00
  -4.5800000e+02  -9.5741449e-01  -1.8855016e+00
  -4.5700000e+02  -6.1551031e-01  -1.5908213e+00
  -4.5600000e+02  -2.8839252e-01  -1.1438481e+00
  -4.5500000e+02  -2.9843121e-01  -1.0386240e+00
  -4.5400000e+02  -5.1725897e-01  -1.3884347e+00
  -4.5300000e+02  -5.4622035e-01  -1.6823199e+00
  -4.5200000e+02  -2.4934416e-01  -1.3675005e+00
  -4.5100000e+02   2.9111015e-02  -7.4821564e-01
  -4.5000000e+02  -5.1100892e-02  -6.5620168e-01
  -4.4900000e+02  -3.3308128e-01  -1.1844663e+00
  -4.4800000e+02  -4.5000622e-01  -1.5948886e+00
  -4.4700000e+02  -3.5246477e-01  -1.4641878e+00
  -4.4600000e+02  -2.0128904e-01  -1.0854895e+00
  -4.4500000e+02  -1.2564369e-02  -8.7431730e-01
  -4.4400000e+02   1.7694807e-01  -9.3652122e-01
  -4.4300000e+02   2.2120571e-01  -1.0096919e+00
